"TIME";"DSC_ERROR_LEVEL";"MESSAGE";"DETAILS_ERROR";"DSC_ERROR_TYPE";"GUID_PROCESS_EXECUTION";"GUID_PROCESS_ERROR"
"24/04/2014, 14:31:17:714";"Trace";"Resolving parameter: file_path; with value: \\ind021\NPRSin\{865de52e6ffa4bcbb02315d5abca3fd3};";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"EFC056EE51344DFB9EBFA3170110445D"
"24/04/2014, 14:31:17:716";"Trace";"Resolving parameter: file_type_id; with value: SRF;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"DB924431D111433F8D91A3170110445D"
"24/04/2014, 14:31:17:765";"Trace";"Resolving parameter: backup_folder; with value: \\ind021\Workfolder\BackUp;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"C9F420036AEC465A93B8A3170110446B"
"24/04/2014, 14:31:17:777";"Trace";"Resolving parameter: file_name; with value: P_SRF_ST1YA30_20120101_20141231_00_V2_0000_00017_FILE_NOE_BadLidInXLS_FGS_20140407_01.xls;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"1809D5B23D9E43C39F2BA3170110446F"
"24/04/2014, 14:31:17:802";"Debug";"Executed command Adp.Streamline.ProductionLine.Domain.Commands.CopyFileCommand from command Adp.Streamline.ProductionLine.Domain.Commands.BackupFileCommand with status True";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"48ED7CA9EA1C45B5A2DEA31701104479"
"24/04/2014, 14:31:17:808";"Trace";"Parameter: file_name; with value: P_SRF_ST1YA30_20120101_20141231_00_V2_0000_00017_FILE_NOE_BadLidInXLS_FGS_20140407_01.xls; for: Adp.Streamline.ProductionLine.Domain.Commands.CopyFileCommand;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"37FD8984028249C1B859A31701104479"
"24/04/2014, 14:31:17:812";"Trace";"Parameter: source_folder; with value: \\ind021\NPRSin\{865de52e6ffa4bcbb02315d5abca3fd3}; for: Adp.Streamline.ProductionLine.Domain.Commands.CopyFileCommand;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"C975F073B93C4701BFD3A31701104479"
"24/04/2014, 14:31:17:828";"Trace";"Parameter: destination_folder; with value: \\ind021\Workfolder\BackUp\20140424; for: Adp.Streamline.ProductionLine.Domain.Commands.CopyFileCommand;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"B387AC7966ED40A7A058A3170110447D"
"24/04/2014, 14:31:17:842";"Info";"End step 0 execution successfully";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"81934CC7A987481DA40FA31701104482"
"24/04/2014, 14:31:17:887";"Info";">> Begin execution step: 21C2E10FAFE44803A213A317011043C7; with order: 1";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"B7814EC621154E189DEBA31701104490"
"24/04/2014, 14:31:17:890";"Debug";"Command: 6698C812847C458496877E382FBC7D67; Name: Change file encoding";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"839DD243BBDF4E1781E4A31701104490"
"24/04/2014, 14:31:17:906";"Debug";"Registering parameters for step 21C2E10FAFE44803A213A317011043C7";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"A6E3629C45A84B039DCCA31701104495"
"24/04/2014, 14:31:17:921";"Trace";"Set default parameter: pipeline_id; with value: E19DAB1390B84D2FA6E68463AC9FB758";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"9D537555B1C744E4A72BA3170110449A"
"24/04/2014, 14:31:17:924";"Trace";"Set default parameter: tid; with value: 999039";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"50DA789D61514DC7A560A3170110449E"
"24/04/2014, 14:31:17:931";"Trace";"Set default parameter: side; with value: Platform";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"9BD2655882244ED3A7BBA3170110449E"
"24/04/2014, 14:31:17:934";"Trace";"Set default parameter: file_id; with value: 81139D05660A4BF298BE6E952D02B1DE";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"19AED487EF194C4B8E2DA3170110449E"
"24/04/2014, 14:31:17:950";"Trace";"Set default parameter: file_path; with value: \\ind021\NPRSin\{865de52e6ffa4bcbb02315d5abca3fd3}";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"03A12936D4D14AE7A140A317011044A3"
"24/04/2014, 14:31:17:960";"Trace";"Set default parameter: file_name; with value: P_SRF_ST1YA30_20120101_20141231_00_V2_0000_00017_FILE_NOE_BadLidInXLS_FGS_20140407_01.xls";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"D3088B92B47448BBA640A317011044A8"
"24/04/2014, 14:31:17:976";"Trace";"Set default parameter: file_type_id; with value: SRF";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"D5130EAF3E494035B7A1A317011044AC"
"24/04/2014, 14:31:17:978";"Trace";"Set default parameter: container_type_id; with value: FILE";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"C852CE6D08874A1994B3A317011044AC"
"24/04/2014, 14:31:17:989";"Trace";"Set default parameter: transmission_mode; with value: 1";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"D19DA0FD98634DDA9527A317011044B1"
"24/04/2014, 14:31:18:031";"Trace";"Resolving parameter: file_name; with value: P_SRF_ST1YA30_20120101_20141231_00_V2_0000_00017_FILE_NOE_BadLidInXLS_FGS_20140407_01.xls;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"77DFF487EAFC4BD59243A317011044BA"
"24/04/2014, 14:31:18:054";"Trace";"Resolving parameter: file_path; with value: \\ind021\NPRSin\{865de52e6ffa4bcbb02315d5abca3fd3};";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"D262E3B2806649A5A6E8A317011044C4"
"24/04/2014, 14:31:18:056";"Trace";"Resolving parameter: file_type_id; with value: SRF;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"EB7707FD3A1B4ABFBDE7A317011044C4"
"24/04/2014, 14:31:18:059";"Trace";"Resolving parameter: side; with value: Platform;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"EEF28C1E439747A1BF99A317011044C4"
"24/04/2014, 14:31:18:078";"Trace";"Resolving parameter: transmission_mode; with value: 1;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"0FC106C31ABC46959EE0A317011044C8"
"24/04/2014, 14:31:18:093";"Trace";"Resolving parameter: tid; with value: 999039;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"E2144C60CF3745D791D6A317011044CD"
"24/04/2014, 14:31:18:095";"Trace";"Resolving parameter: file_type_id; with value: SRF;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"F4653AE058F84F3ABA7AA317011044D2"
"24/04/2014, 14:31:18:098";"Trace";"Resolving parameter: container_type_id; with value: FILE;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"5E9C1D6B2B2C40CB9079A317011044D2"
"24/04/2014, 14:31:18:246";"Debug";"Parameter: int_current_encoding; has no values for ContainerType: FILE; FileType: SRF; tid: 999039; TMode: P; Side: Platform";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"8BFE8248E23849DBBC39A317011044FC"
"24/04/2014, 14:31:18:293";"Debug";"Parameter: int_current_encoding; has no value for tid: 999039; TMode: P; Side: Platform";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"FCFD074A4B3C488EB86EA3170110450A"
"24/04/2014, 14:31:18:404";"Debug";"Parameter: int_new_encoding; has no values for ContainerType: FILE; FileType: SRF; tid: 999039; TMode: P; Side: Platform";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"12F98637DE5E4665A08AA3170110452B"
"24/04/2014, 14:31:18:458";"Debug";"Parameter: int_new_encoding; has no value for tid: 999039; TMode: P; Side: Platform";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"9E35799EB9AA4B8CB4FFA3170110453E"
"24/04/2014, 14:31:18:461";"Debug";"No file encoding will be applied";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"4DA6D3695BF9453C9558A3170110453E"
"24/04/2014, 14:31:18:463";"Info";"End step 1 execution successfully";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"665ACB53150447C7B336A3170110453E"
"24/04/2014, 14:31:18:518";"Info";">> Begin execution step: 6DD98353F8E04437B846A317011043C7; with order: 2";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"EE92160DCAB1408B9265A31701104550"
"24/04/2014, 14:31:18:538";"Debug";"Command: 5387E9079B9C4ED4A4289F3A885F34D8; Name: Perform naming validation";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"D98903A6094C4EE495FCA31701104555"
"24/04/2014, 14:31:18:554";"Debug";"Registering parameters for step 6DD98353F8E04437B846A317011043C7";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"88D723E538BB49208855A3170110455A"
"24/04/2014, 14:31:18:575";"Trace";"Set default parameter: pipeline_id; with value: E19DAB1390B84D2FA6E68463AC9FB758";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"A6E0F7772A994EB494DCA3170110455E"
"24/04/2014, 14:31:18:586";"Trace";"Set default parameter: tid; with value: 999039";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"02C0CDC08DD34A149506A31701104563"
"24/04/2014, 14:31:18:600";"Trace";"Set default parameter: side; with value: Platform";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"1FB6D87D42184E2FAF8BA31701104568"
"24/04/2014, 14:31:18:610";"Trace";"Set default parameter: file_id; with value: 81139D05660A4BF298BE6E952D02B1DE";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"C69F09C806AF444B8A89A3170110456D"
"24/04/2014, 14:31:18:628";"Trace";"Set default parameter: file_path; with value: \\ind021\NPRSin\{865de52e6ffa4bcbb02315d5abca3fd3}";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"BE83F98AC6364099978FA31701104571"
"24/04/2014, 14:31:18:637";"Trace";"Set default parameter: file_name; with value: P_SRF_ST1YA30_20120101_20141231_00_V2_0000_00017_FILE_NOE_BadLidInXLS_FGS_20140407_01.xls";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"6B2067A7DE7B42BFBA01A31701104571"
"24/04/2014, 14:31:18:640";"Trace";"Set default parameter: file_type_id; with value: SRF";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"CB27B3CC83554A7FB125A31701104571"
"24/04/2014, 14:31:18:642";"Trace";"Set default parameter: container_type_id; with value: FILE";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"7C90681AC5DA4B769B33A31701104576"
"24/04/2014, 14:31:18:644";"Trace";"Set default parameter: transmission_mode; with value: 1";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"983FEC2DC41D42889E89A31701104576"
"24/04/2014, 14:31:18:695";"Trace";"Resolving parameter: file_name; with value: P_SRF_ST1YA30_20120101_20141231_00_V2_0000_00017_FILE_NOE_BadLidInXLS_FGS_20140407_01.xls;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"C445533506A5493E99F9A31701104584"
"24/04/2014, 14:31:18:710";"Trace";"Resolving parameter: file_path; with value: \\ind021\NPRSin\{865de52e6ffa4bcbb02315d5abca3fd3};";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"3659D3422C0E4B32A4C9A31701104589"
"24/04/2014, 14:31:18:713";"Trace";"Resolving parameter: file_type_id; with value: SRF;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"6209D3B7B53B421C967EA31701104589"
"24/04/2014, 14:31:18:724";"Trace";"Resolving parameter: side; with value: Platform;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"B2A8A3CDBC7A4474ACEBA3170110458D"
"24/04/2014, 14:31:18:726";"Trace";"Resolving parameter: tid; with value: 999039;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"6F18DC11B8BC4B839CD2A3170110458D"
"24/04/2014, 14:31:18:739";"Trace";"Resolving parameter: file_name; with value: P_SRF_ST1YA30_20120101_20141231_00_V2_0000_00017_FILE_NOE_BadLidInXLS_FGS_20140407_01.xls;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"A516568BBD7B477D8E2CA31701104592"
"24/04/2014, 14:31:18:893";"Trace";"Set execution parameter: lid; Value: ST1YA30";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"11D5887C313F488AB06DA317011045C1"
"24/04/2014, 14:31:18:929";"Trace";"Set execution parameter: cuid; Value: 001978";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"BA9A97DC58C5405193EEA317011045CA"
"24/04/2014, 14:31:18:958";"Trace";"Set execution parameter: cid; Value: 010063";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"DC369D02147348A6952BA317011045D4"
"24/04/2014, 14:31:18:990";"Trace";"Set execution parameter: pid; Value: 999039";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"01A5E34D0D91486B9BF2A317011045DD"
"24/04/2014, 14:31:19:050";"Trace";"Set execution parameter: att_status; Value: 10";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"32155557C0224082AC8FA317011045F0"
"24/04/2014, 14:31:19:126";"Trace";"Set execution parameter: local_file_name; Value: BadLidInXLS_FGS_20140407_01";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"F5D833519B6E49568ECEA31701104607"
"24/04/2014, 14:31:19:172";"Trace";"Set execution parameter: file_type_id; Value: SRF";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"1619F9588AE54FB09CC3A31701104615"
"24/04/2014, 14:31:19:196";"Trace";"Set execution parameter: file_sequence; Value: 00";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"5413A9A4A7E94CB6B976A3170110461A"
"24/04/2014, 14:31:19:219";"Trace";"Set execution parameter: period; Value: 201412";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"EBE50C149BC4400B86CDA31701104623"
"24/04/2014, 14:31:19:237";"Trace";"Set execution parameter: file_status; Value: 4";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"D42B9AAA82CC4D8AB5D4A31701104628"
"24/04/2014, 14:31:19:257";"Trace";"Resolving parameter: side; with value: Platform;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"20252FE523B74CA1ACC2A3170110462D"
"24/04/2014, 14:31:19:261";"Debug";"Calling send alert for generator Adp.Streamline.ProductionLine.Domain.NamingConventionCommandEvent for 0 event(s) and 0 parameter(s)";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"A4BCB23084C54B679725A3170110462D"
"24/04/2014, 14:31:19:269";"Info";"End step 2 execution successfully";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"49D14E6EADDB46639B2AA31701104631"
"24/04/2014, 14:31:19:289";"Info";">> Begin execution step: 1F4C215460C14D838749A317011043C7; with order: 3";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"1D7E7A13C0864C97915EA31701104636"
"24/04/2014, 14:31:19:310";"Debug";"Command: 2A0761008F254C19AF4D1B20627A10C6; Name: Manage file";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"942804563EE242D38E6BA3170110463B"
"24/04/2014, 14:31:19:321";"Debug";"Registering parameters for step 1F4C215460C14D838749A317011043C7";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"924F02E27AC4428D896DA3170110463F"
"24/04/2014, 14:31:19:324";"Trace";"Set default parameter: pipeline_id; with value: E19DAB1390B84D2FA6E68463AC9FB758";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"C6DD5EE69E204B67A695A3170110463F"
"24/04/2014, 14:31:19:328";"Trace";"Set default parameter: tid; with value: 999039";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"66D43D4674DB4A298F9FA31701104644"
"24/04/2014, 14:31:19:331";"Trace";"Set default parameter: side; with value: Platform";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"621B5072B07D41E49CECA31701104644"
"24/04/2014, 14:31:19:347";"Trace";"Set default parameter: file_id; with value: 81139D05660A4BF298BE6E952D02B1DE";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"2504242D0EEB499798AEA31701104649"
"24/04/2014, 14:31:19:351";"Trace";"Set default parameter: file_path; with value: \\ind021\NPRSin\{865de52e6ffa4bcbb02315d5abca3fd3}";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"79AF6F86D49F49F3B948A31701104649"
"24/04/2014, 14:31:19:355";"Trace";"Set default parameter: file_name; with value: P_SRF_ST1YA30_20120101_20141231_00_V2_0000_00017_FILE_NOE_BadLidInXLS_FGS_20140407_01.xls";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"B25C227028944B698EB9A31701104649"
"24/04/2014, 14:31:19:373";"Trace";"Set default parameter: file_type_id; with value: SRF";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"679215319FCB46B781B9A3170110464E"
"24/04/2014, 14:31:19:390";"Trace";"Set default parameter: container_type_id; with value: FILE";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"367CD7D7E6F24D51891DA31701104652"
"24/04/2014, 14:31:19:409";"Trace";"Set default parameter: transmission_mode; with value: 1";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"848AF43B9DD24BC58681A3170110465C"
"24/04/2014, 14:31:19:442";"Trace";"Resolving parameter: file_name; with value: P_SRF_ST1YA30_20120101_20141231_00_V2_0000_00017_FILE_NOE_BadLidInXLS_FGS_20140407_01.xls;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"4575518D5ED840259B67A31701104665"
"24/04/2014, 14:31:19:454";"Trace";"Resolving parameter: file_path; with value: \\ind021\NPRSin\{865de52e6ffa4bcbb02315d5abca3fd3};";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"1C76D1F45C954A36B77EA3170110466A"
"24/04/2014, 14:31:19:471";"Trace";"Resolving parameter: file_type_id; with value: SRF;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"D7850492FA4E4C768978A3170110466E"
"24/04/2014, 14:31:19:498";"Trace";"Get execution parameter: file_status; Value: 4";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"794DA200463F48A3B265A31701104673"
"24/04/2014, 14:31:19:532";"Trace";"Get execution parameter: file_status; Value: 4";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"DA52271F31F341438A25A31701104681"
"24/04/2014, 14:31:19:545";"Trace";"Resolving execution parameter: file_status; with value: 4;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"A45EFEADAC614562865FA31701104681"
"24/04/2014, 14:31:19:600";"Trace";"Resolving parameter: standard_io_folder; with value: \\ind021\Webbyfiles\folders;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"B8F0E9B1F34B4DC7842AA31701104694"
"24/04/2014, 14:31:19:615";"Trace";"Resolving parameter: file_name; with value: P_SRF_ST1YA30_20120101_20141231_00_V2_0000_00017_FILE_NOE_BadLidInXLS_FGS_20140407_01.xls;";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"435064F5C9BE45BAB112A31701104699"
"24/04/2014, 14:31:19:648";"Info";"File 'P_SRF_ST1YA30_20120101_20141231_00_V2_0000_00017_FILE_NOE_BadLidInXLS_FGS_20140407_01.xls' with sourcefolder '\\ind021\NPRSin\{865de52e6ffa4bcbb02315d5abca3fd3}' was succesfully moved to '\\ind021\Webbyfiles\folders\999039\output\accepted\20140424\P_SRF_ST1YA30_20120101_20141231_00_V2_0000_00017_FILE_NOE_BadLidInXLS_FGS_20140407_01.xls'";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"D045CB53EEF54685A5C7A317011046A2"
"24/04/2014, 14:31:19:668";"Debug";"File path updated. Old path: \\ind021\Webbyfiles\folders\999039\output\accepted\20140424\P_SRF_ST1YA30_20120101_20141231_00_V2_0000_00017_FILE_NOE_BadLidInXLS_FGS_20140407_01.xls; New path: \\ind021\Webbyfiles\folders\999039\output\accepted\20140424";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"8C560D444DB4416EAFC8A317011046A7"
"24/04/2014, 14:31:19:689";"Trace";"Set execution parameter: file_name; Value: P_SRF_ST1YA30_20120101_20141231_00_V2_0000_00017_FILE_NOE_BadLidInXLS_FGS_20140407_01.xls";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"53E93254C36D42AD92C5A317011046B0"
"24/04/2014, 14:31:19:723";"Trace";"Set execution parameter: receive_file_path; Value: \\ind021\NPRSin\{865de52e6ffa4bcbb02315d5abca3fd3}";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"AD67FCCABA8A4A53AF79A317011046B9"
"24/04/2014, 14:31:19:747";"Trace";"Set execution parameter: file_path; Value: \\ind021\Webbyfiles\folders\999039\output\accepted\20140424";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"EFD099EEFE964420B003A317011046BE"
"24/04/2014, 14:31:19:775";"Trace";"Set execution parameter: input_file_info_file_path; Value: \\ind021\Webbyfiles\folders\999039\output\accepted\20140424";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"12EA26DA294E4544BB22A317011046C7"
"24/04/2014, 14:31:19:791";"Trace";"Set execution parameter: input_file_info_receive_folder; Value: \\ind021\NPRSin\{865de52e6ffa4bcbb02315d5abca3fd3}";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"96746FCE5B23485BBC4BA317011046CC"
"24/04/2014, 14:31:19:809";"Info";"End step 3 execution successfully";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"9A4F43F8348A4E6DB1B3A317011046D1"
"24/04/2014, 14:31:19:856";"Info";">> Begin execution step: D073F04AF3DA418F83D3A317011043C7; with order: 4";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"874E91A67C274C8393B2A317011046DF"
"24/04/2014, 14:31:19:862";"Debug";"Command: 63FEFF278E954104ADA0BCD56DA831D0; Name: Log data in legacy ShuttleFileEvents table";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"B349A6EBD1D14AD7B36DA317011046E4"
"24/04/2014, 14:31:19:864";"Debug";"Registering parameters for step D073F04AF3DA418F83D3A317011043C7";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"385C35C3CCAB4AEDB904A317011046E4"
"24/04/2014, 14:31:19:873";"Trace";"Set default parameter: pipeline_id; with value: E19DAB1390B84D2FA6E68463AC9FB758";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"9616F30B05FA4B7DB8E4A317011046E4"
"24/04/2014, 14:31:19:876";"Trace";"Set default parameter: tid; with value: 999039";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"3B34C02A96F64FA08B3AA317011046E8"
"24/04/2014, 14:31:19:878";"Trace";"Set default parameter: side; with value: Platform";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"1DBF9E63E6D5453998E6A317011046E8"
"24/04/2014, 14:31:19:880";"Trace";"Set default parameter: file_id; with value: 81139D05660A4BF298BE6E952D02B1DE";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"B35E187F10A7471594F9A317011046E8"
"24/04/2014, 14:31:19:881";"Trace";"Set default parameter: file_path; with value: \\ind021\Webbyfiles\folders\999039\output\accepted\20140424";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"1D955664EB2D4A1DBD6BA317011046E8"
"24/04/2014, 14:31:19:884";"Trace";"Set default parameter: file_name; with value: P_SRF_ST1YA30_20120101_20141231_00_V2_0000_00017_FILE_NOE_BadLidInXLS_FGS_20140407_01.xls";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"356D1B7EDEA94C45A15FA317011046E8"
"24/04/2014, 14:31:19:885";"Trace";"Set default parameter: file_type_id; with value: SRF";"";"Technical";"E19DAB1390B84D2FA6E68463AC9FB758";"2BBC546087274AA2A176A317011046E8"
