"TIME";"DSC_ERROR_LEVEL";"MESSAGE";"DETAILS_ERROR";"DSC_ERROR_TYPE";"GUID_PROCESS_EXECUTION";"GUID_PROCESS_ERROR"
"17/10/2014, 10:23:05:289";"Trace";"Get execution parameter: file_status; Value: 4";"";"Technical";"9181181E3C954DF6AF60CA400A4C5F95";"E9940FB942DA4950826CA3C700CC182A"
"17/10/2014, 10:23:05:297";"Trace";"Resolving execution parameter: file_status; with value: 4;";"";"Technical";"9181181E3C954DF6AF60CA400A4C5F95";"DECE862D545347608272A3C700CC182A"
"17/10/2014, 10:23:05:328";"Trace";"Get execution parameter: cfnc_cuid; Value: 003814";"";"Technical";"9181181E3C954DF6AF60CA400A4C5F95";"0FBB002286F0429F8339A3C700CC1833"
"17/10/2014, 10:23:05:339";"Trace";"Get execution parameter: cfnc_paygroup; Value: 0000";"";"Technical";"9181181E3C954DF6AF60CA400A4C5F95";"BDAD2B444675420FA998A3C700CC1838"
"17/10/2014, 10:23:05:348";"Trace";"Get execution parameter: file_status; Value: 4";"";"Technical";"9181181E3C954DF6AF60CA400A4C5F95";"C1E3A06FC209430C8EC7A3C700CC183C"
"17/10/2014, 10:23:05:360";"Trace";"Resolving parameter: tid; with value: 010255;";"";"Technical";"9181181E3C954DF6AF60CA400A4C5F95";"701CF2B755F345869B7BA3C700CC183C"
"17/10/2014, 10:23:05:391";"Trace";"Resolving parameter: reports_folder_mask; with value: \\ind048\Webbyfiles\folders\00{0}\REPORTS;";"";"Technical";"9181181E3C954DF6AF60CA400A4C5F95";"2F825BD6C9BB4089AF47A3C700CC1846"
"17/10/2014, 10:23:05:434";"Error";"Logon failure: unknown user name or bad password.
";"Exception: System.IO.IOException 
Exception Message: Logon failure: unknown user name or bad password.
 
Exception Source: mscorlib 
Exception Stack:    at System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)
   at System.IO.Directory.InternalCreateDirectory(String fullPath, String path, DirectorySecurity dirSecurity)
   at System.IO.Directory.CreateDirectory(String path, DirectorySecurity directorySecurity)
   at Adp.Streamline.ProductionLine.Domain.Commands.ManageLockedChannelCommand.LockPath()
   at Adp.Streamline.ProductionLine.Domain.Commands.ManageLockedChannelCommand.Execute() 
========================================
";"Technical";"9181181E3C954DF6AF60CA400A4C5F95";"813BC6FB959244598596A3C700CC1854"
"17/10/2014, 10:23:05:446";"Debug";"Calling send alert for generator Adp.Streamline.ProductionLine.Domain.ManageLockedChannelCommandEvents for 0 event(s) and 0 parameter(s)";"";"Technical";"9181181E3C954DF6AF60CA400A4C5F95";"EDFC4DD537AA4AEF8440A3C700CC1859"
"17/10/2014, 10:23:05:456";"Info";"End step 5 execution successfully";"";"Technical";"9181181E3C954DF6AF60CA400A4C5F95";"5799669402CE4399ABA8A3C700CC185D"
